,gym_name,overall_rating,review_text,date
130,Equinox W Georgia St,5.0,"I ve been at Equinox for a few months now and have to say I m really pleased with the quality of the fitness classes, the facilities and the equipment. The classes and equipment do get quite busy during peak hours so I like to squeeze in a workout in the morning or evenings. I want to especially thank Elis for being incredible attentive to my fitness and health needs when I first joined and I have appreciated the check ins and communication since. She works hard to create a truly welcoming environment with her clients. Thanks Elis! ",5 months ago
131,Equinox W Georgia St,5.0,"Not sure where to start with how great Equinox is. This is without a doubt the best fitness facility in BC. For your very reasonable monthly fee you are able to sign up for as many free classes as you want (Hot yoga, boxing, running, metcon etc), they have chilled eucalyptus towels, Keihls products in the showers, eucalyptus steam and sauna, and the best fitness equipment available. I think the best perk of all has to be the motivators - my favourite is Lu! They check in regularly to help keep you motivated and on track. This might be one of the biggest reasons i've been consistent with my workouts. When you consider most other fitness classes cost upwards of $35 per class, the cost of membership is remarkably low for all the value Equinox provides. 10/10 - Ask for Lu! ",a year ago
132,Equinox W Georgia St,5.0,"A popular, large, newish Equinox with solid amenities. Wet and dry sauna, large changing rooms, and lounge area with fireplace.  A bit crowded at peak times; try to go off-peak if possible.",10 months ago
133,Equinox W Georgia St,5.0,"Elis from Equinox was incredibly helpful when I was deciding to join a gym. She provided me with all the information I needed, answered my questions patiently, and gave me a thorough tour of the facilities. Her knowledge and friendly demeanor made the decision-making process easy, and I ultimately chose Equinox thanks to her excellent assistance. Highly recommended!",5 months ago
134,Equinox W Georgia St,5.0,"Really good facilites. The workout space and the showers are very nice and clean, the staffs are also friendly. When I first visited to sign up, I was welcomed by Elis who was very friendly and informative.",4 months ago
135,Equinox W Georgia St,5.0,The amenities are great ...this is a state of the art gym with great trainers and very helpful staff. Elis in particular who handles membership has been very supportive and approachable.,4 months ago
136,Equinox W Georgia St,1.0,I walked into this place today asking if i could pay a drop in. The two girls at the front advised me its a members only club. I stared at them for a few seconds hoping they would offer me a membership. Nothing. I asked if I could speak to someone about a membership. They both stated I would have to come back later. They did not direct me online as I see now I can join on their website. This gym clearly is not welcoming to new members. I was the only person of color I could see in the place. I was spoken to as if I couldn t afford the membership.I hope your experience is better than mine. Seems like a place for the privileged.,6 months ago
137,Equinox W Georgia St,2.0,"The major reason for the lower rating is that they don't offer Zumba classes, which every other non-premium gym can afford to provide. While they do have some dance classes, they don't compare to the high-intensity Zumba workout. It also gets very crowded after 4 pm. Although they offer a variety of classes, the most popular ones are always full (requiring booking 24 hours in advance).",5 months ago
138,Equinox W Georgia St,5.0,"Equinox on W Georgia is a great gym for all kinds of workouts and classes, with top-notch equipment and amenities. Elis from membership services was awesome, very knowledgeable and answered all my questions to get me started.",5 months ago
139,Equinox W Georgia St,1.0,"I believe when trying to sell a membership a word of advice to the employe texting don t jump right to where do you work, it doesn t matter about corporate rates if someone doesn t respond fast it s cause they are working or busy. Price isn t always an issue. Jumping to very personal questions sometimes makes a sales person seem pushy. Also Eli s the equinox employee don t use the Is all good have a great day phrase when ending a conversation cause the experience wasn t positive to begin with. ",3 months ago
140,Equinox W Georgia St,5.0,"Amazing ambiance here, a bit on the pricey side but they have it all so it s quite worth it. Steam room, sauna, showers with warm towels, and just about any class you can think of from hot yoga and Pilates to boxing too cycling to HIIT, they really do have a broad selection (abs all of the classes are included in your membership, no extra costs there).",5 months ago
141,Equinox W Georgia St,5.0,One of the best gym I ever had a membership with. It is clean and outstanding facility and classes. I highly recommend to friends and family. It s really worth it!,4 months ago
142,Equinox W Georgia St,1.0,Front desk were very rude. You pay so much money to keep this business afloat but gives you zero customer service. If only I knew what kind of people this company employed I would ve never given them my business in the first place. NASTY A.F. It s unfortunate because Equinox has a good reputation and it s being ruined by their very own employees.,4 months ago
143,Equinox W Georgia St,5.0,"The unlimited classes are awesome and the diverse array of classes (yoga, pilates, barre, conditioning, cycling, boxing...) make it much more worthwhile then getting a membership elsewhere. If you intend to take classes several times a week the membership cost is totally worth it. Cara Lee has the best barre class and Todd Randall has the best yoga classes. The facilities are clean and appealing making a trip to the gym feel like a trip to the spa. The showers are stocked with high quality hair and body products. They have these cold eucalyptus towels that are awesome, putting one on my face while in a steamy shower is the best feeling ever. However, If you just intend to lift weights, you could have the same quality workouts elsewhere for a better price. Feedback: It would be awesome to have face/body lotions in the showers rather than in a communal area for privacy and convenience. I would love if they put on calming or spa-like music in the shower area. More types of services at the spa would be awesome (facials). ",9 months ago
144,Equinox W Georgia St,5.0,"Maddy gave us a tour of Equinox last summer, and I was sold! I m delighted to say that my experience has significantly exceeded my expectations and the commitments made by Maddy. I have been going to gyms for over 40 years, in Winnipeg, Toronto, and Vancouver as well as many high end hotels around the world, and Equinox outranks them all. The facilities are impeccably clean with best in class equipment. The staff are extremely friendly, and the trainers are terrific. As an  older  member they have adapted programs for all fitness levels. Equinox is more costly than other gyms in the city, but well worth the premium, in my opinion.",11 months ago
145,Equinox W Georgia St,5.0,"We just recently joined the gym and loving it. I love the unlimited classes although sometimes it s hard to book them because they do get booked pretty quickly. Everybody we have worked with Elis who showed us around initially, and Matty my personal trainer are both excellent people. Friendly and helpful. ",9 months ago
146,Equinox W Georgia St,1.0,"Incredibly rude disrespectful mean staff (even the cleaning l.adies!) - specifically f'emale staff. Its a tiny miny over crowded rip-off gym; where you get to experience some of the most disrespectful treatments in your life, from the main manager all the way to the most basic staff incl. cleaning personnel. It feels like lots of them have serious mental complexes and insecurity issues. While they are hired just as low income staff, they like to think they are a boss(!!) and insult the actual paying members with their behaviour, words and attitude (probably makes them feel better!!)... While they can only afford to drive a c.ra,pbox Honda Civic! For real guys! Do keep an eye for that actual c,rappy Honda Civic and the Assistant Manager who drives it! ;) ",5 months ago
147,Equinox W Georgia St,1.0,"Why pay almost $250 per month for such hours of operation???? 8-4pm on Sat & Sunday Not even Stat holiday itself Its even differnet than what posted on the Equinox website which is 8-7pm Sat & Sun ,Sep 3rd &4th gym is too small with too many members there are only some weights almost no machines. Not only you dont spend any money on more equipment Now you do not even pay overtime hours to some basic staff to at least keep the gym open for some reasonable hours of operation?????  its a legit rip off Why are we paying so much for such a mess And what the h is this ""IT'S NOT FITNESS  IT'S LIFE""????? Didn't know we have to pay $250 per month to equinox for our own life.. ",a year ago
148,Equinox W Georgia St,5.0,"Wow it s an amazing place to give your body and soul well deserved retreat . Replenish with incredible energy whether by doing high intensity classes , yoga and barre leaded by highly skilled instructors and upbeat music or exercising on your own on the floor using high end equipment. I am delighted with friendly top notch professional service starting at the entrance . Incredible cleanliness ,my favourite eucalyptus towels and Kohl s bath and body care. My program coordinator lovely Maddy guided me thoroughly through Equinox facility always open to organize my friends first visits making sure they have a one of a kind experience! Very convenient body energy club on the side to refuel with delicious smoothies snacks and meals. Can t have enough of this place ! It s very addicting! ",11 months ago
149,Equinox W Georgia St,5.0,I am totally happy with this gym.  I was a member a long time ago.  I decided to rejoin and I have to say it s the best decision.  Thank you very much to Maddy who helped me with getting started again and totally encouraging and boosting my enthusiasm.  I especially enjoy the one on one training and the Pilates classes.  Of course the cold and scented towels just adds to the completeness of my workout routine.,11 months ago
150,Equinox W Georgia St,5.0,The gym is super clean and everyone is very friendly. Thanks to Elis for showing me around and arranged my memberships. Love the gym,4 months ago
151,Equinox W Georgia St,2.0,Girl s lockroom and washrooms are too busy. Line ups for showers. Does that sound like a high end/ classy experience?  They should adj their membership fees accordingly to the experience provided to the customers. Classes are mostly good. But timings are odd. Yin yoga in the middle of the day? No end of the day relaxing yoga sessions. Only two hours free parking before 9 am and after 5pm? Have to pay for expensive parking on top of the pricey gym membership. It adds up. And the experience is not matching upto the price tag.,8 months ago
152,Equinox W Georgia St,5.0,"Easily the best gym I ve ever been to in my life. The facility is amazing, the people are wonderful and it s never overpacked. The classes are also a must, I can t recommend this place enough.",a year ago
153,Equinox W Georgia St,5.0,"I love Equinox gym so far. I work out early in the morning before work, so it's great it opens at 5:30am. The people at the front desk are very friendly and helpful in the mornings. I personally do not find it overcrowded when working out, pretty much a normal amount of people depending on the time you go. I brought my boyfriend on a guest pass, and he is already enthusiastic to join. The change rooms are beautiful and everything is spotless/perfectly clean. Shout out to Elis for helping me in the beginning. She was super friendly/welcoming and gave me a nice tour. I can honestly say she helped me make the most out of joining Equinox. ",a year ago
154,Equinox W Georgia St,5.0,I had a very smooth and good registration process and tour with Elis! She was very helpful and introduced me to a wonderful personal trainer Sian!,4 months ago
155,Equinox W Georgia St,5.0,Gorgeous and extremely well run gym. Equipment is in great shape and very well maintained. Elis was very helpful setting up membership and it's really worth every penny. There's nothing like a good eucalyptus steam after a hard workout.,9 months ago
156,Equinox W Georgia St,1.0,"DO NOT SIGN UP FOR THIS GYM. The staff do not care about you. They are heartless, money sucking NPCs that won't let you cancel and make every waking moment of trying to a nightmare. Elitist. If you like being treated like you're worthless, go for it. This is the gym for you then.",6 months ago
157,Equinox W Georgia St,5.0,"The West Georgia location has undoubtedly been one of the most inspiring I have encountered, even in comparison to my visits to Equinox clubs in SF and LA. The dedication and hard work of the team at this location are evident in the exceptional service and facilities offered. My experience with Equinox, particularly the West Georgia location, has been nothing short of inspiring, thanks to the exceptional support and guidance provided by Jen Wickson. The flexibility to access clubs in both Canada and the US has been a game-changer.",7 months ago
158,Equinox W Georgia St,5.0,"Fantastic gym, not crazy busy and bustling like most gyms in the city. Sauna and steam room are excelllent",4 months ago
159,Equinox W Georgia St,5.0,"Equinox West Georgia is not only a gym to work out in but an enhancement to one's lifestyle. I have never looked forward to going to a gym until I joined Equinox. The trainers are excellent, the facility top notch, the staff are very friendly and accommodating. It is the special things like complimentary refrigerated ecalyptus moist towels to wrap around your neck that make working out more pleasurable. The array of classes are amazing - yoga, barr method, spin, kick boxing etc.. There is a juice bar and a workout wear shop. And you do not have to be a certain body type to feel comfortable. Everyone is in their own zone. Just show up and reward yourself! If you would like a tour Natasha in Sales is excellent and is encouraging without being high pressure. ",8 months ago
160,Equinox W Georgia St,4.0,"Overall it is a great gym. I recently joined after my previous gym being insanely busy. Fast forward equinox is honestly still quite busy and I have to wait for machines quite often but I don t mind as much as my previous one as they have other things in the membership that makes up for it. Customer service so far has been really good. Elis showed me around and handled my sign up and was very helpful and informative. Gave me a 1 day trial which I enjoyed. Branislav is awesome, he is the personal trainer that did my complimentary fitness assessment. I have yet to try the Pilates assessment. I went to a yoga class which was ok, and a core class that I really enjoyed. I am still getting to know the classes and seeing what works for me. The price is quite pricey so if it is only for weightlifting I do not recommend, however if you are gonna also enjoy the classes I think it is reasonable. Ah one last note, classes signup are quite competitive, they open 26h in advance, think it is important to note. Sauna and steam room are great too! ",a year ago
161,Equinox W Georgia St,5.0,"Recently on-boarded by Elis in their membership department. She provided answers to all my questions and allowed for a pretty seamless transition into a new gym. Excellent facilities, great classes and good staff make this gym worth the fees!",11 months ago
162,Equinox W Georgia St,3.0,"It s quite busy here. The front desk greeters are quite slow and always seem to not know what s going on when I interact with them  Trainers and facilities are great. The classes are meh.. since there is such a wide variety, don t expect them to be really high quality. If you want a great spin class, go to a spin studio.. same for yoga, boxing, pilates. But it s convenient that it s all in one place and you can try your hand at different activities.",10 months ago
163,Equinox W Georgia St,5.0,"Great friendly staff from the staff at the entrance to the trainers and support team. Liz the GM is always striving to improve the customer experience and her crew is maintaining a clean and spotless facility, I could roll on the floor in pure delight!  The equipment is also top-notch and well-maintained. The gym is filled with beautiful members and trainers who inspire to train harder and better. All and all, this is an A+! Well done, Equinox W. Georgia!",a year ago
164,Equinox W Georgia St,4.0,"It is a really nice gym. I was here for 2 years when I lived in the area. Beautiful design, clean, fancy amenities, large and comfy change rooms with great showers, also sauna and steam rooms. The variety and quality of the classes are really amazing. They curate and optimize all the workouts to be really enjoyable on top of being effective. I found the overall atmosphere and instructors to be motivating. There is an app which makes it easy to book classes. There are nice luxe touches like the refrigerated eucalyptus scented towels for when you are working out. Staff are very attentive and will hand you towels or ask if you need anything while you re just on the treadmill. Only negative is the classes which are required to be booked are way too full most of the time, to the point where you have a high chance of being kicked or kneed in the face during workouts or doing that to some other poor soul just trying to get their workout in. This was highly unpleasant and I would try at all costs to avoid the popular class times but sometimes would not be able to. People who were not signed up often slipped into these classes, so having a booking system to manage the number for popular class times doesn t make any difference if this is not enforced. ",a year ago
165,Equinox W Georgia St,1.0,"Used to be a great gym, but now it s insanely overcrowded all the time! You ll have to wait to use most of the strength equipment. Good luck finding a locker most of the time too! Management don t care and are always signing more and more people. Save your money and go to another gym!",a year ago
166,Equinox W Georgia St,5.0,"I was unsure about Equinox because of their  beautiful people  marketing. However, the number and quality of their classes meant I contacted the club and met Elis Llanos, one of the Membership Advisors. She is excellent, very personable and understood my situation very well. The Club does not have a pool, but the quality of the amenities is really excellent. I appreciate the towels (including the chilled ones infused with eucalyptus!!); toiletries and lockers. I just need to turn up with gym kit, which is great! I have had one class and it was well run and effective. All the staff are pleasant and enthusiastic. Only draw back is it is hard to book a class on some of the popular class times. Glad I joined! ",a year ago
167,Equinox W Georgia St,1.0,"If you plan on coming to the gym Monday - Friday between 4pm-8pm DO NOT SIGN UP!! It is ridiculously busy. You ll wait in line for lockers, every piece of equipment, floor space and showers. Very frustrating when you re paying over $200/month. When this concern was brought to management a few months ago, their solution was adding more classes during this peak time  now the locker rooms are even worse during this time. No space when changing, line for showers, every hair dryer being used.. Which good luck even getting into the extra classes they ve created. If you aren t on exactly 26 hours before, you ll have a waitlist of over 10+ people. The cherry on top is there s always 2-3 people in the offices signing up for memberships and management tells them  it s not usually this busy . That s a lie. Yes it is. Will not be renewing my membership and would not recommend this gym to anyone until they deal with the capacity.",a year ago
168,Equinox W Georgia St,5.0,"Equinox West Georgia is gorgeous! Facilities, crew members and trainers are top notch! Thanks to Maddy Kenwood for showing me the facilities 9 months ago, her charisma and excellent approach to show the facilities to me and my partner helped us to make the final decision to join the best gym in town!",11 months ago
169,Equinox W Georgia St,5.0,"  OMG the best of the best  .     I love Equinox, my favorite place in all Vancouver    .   All the staff are very friendly  .   Including store staff, and Body Energy Club staff  .   You can meet some really amazing people  . ",6 months ago
170,Equinox W Georgia St,5.0,"Maddy Kenwood at Equinox West Georgia in Vancouver was our first contact person in the club.  She was fabulous!  She gave my husband and I a wonderful, comprehensive tour of the gorgeous facility, clearly very proud to be the excellent Equinox Ambassador that she is.  Her warm and friendly personality is charming.  She didn t pressure us at all,  and followed up nicely with an email afterwards thanking us for our interest.  We both joined the club the next day and have since loved waving to her in her office before and after the classes that we are enjoying. Maddy is a gem.  Equinox is lucky to have her!! ",11 months ago
171,Equinox W Georgia St,5.0,It s a great gym and atmosphere with a staff that truly has the best hospitality. Everything is impeccable and there is so much to try in terms of classes. What truly got me to join was speaking to Elis Llanos. She showed me everything that equinox can provide and made me feel welcomed.,a year ago
172,Equinox W Georgia St,1.0,"Here on business and they don t offer day passes or short-term memberships. Front desk staff was rude. Terrible customer service/marketing, I won t ever consider switching my membership now!",4 months ago
173,Equinox W Georgia St,5.0,"Modern cozy gym with variety of group classes through the day from early morning till evening. Thanks to Elis whom I met on my first visit, she showed me around and explained everything. Can get crowded evenings and I would add reverse kickback machine, but pricing is fine. ",11 months ago
174,Equinox W Georgia St,5.0,"A lot of people compare the membership fee at Equinox to gyms that charge less but what they don t understand is you get access to excellent instructors and wide variety of fitness classes that are incomparable to other gyms. If you like instructor led classes this is definitely where you want to be. The cleanliness, modern design, premium free personal care products and an informative and easy to use mobile app are some of the many other reasons why I m a member. Most importantly, the friendly, helpful  staff really make each visit ever so pleasant! Shout out to Elis for helping me re-activate my membership with ease.",a year ago
175,Equinox W Georgia St,5.0,"Love working out at this Equinox! Has all the equipment I need, an amazing class schedule, and great staff (shoutout to Elis for getting me set up!)",5 months ago
176,Equinox W Georgia St,2.0,"I was an Equinox member for three years and for the most part wit was great. The facilities were clean and staff were super friendly. Unfortunately, it s become way over crowded this year. There were a few occasions where people were standing in the steam room and lining up just to shower. Pretty ridiculous for a $200+/month gym. When I asked if I could pause my membership until the gym dies down a bit they wanted to charge me $50 per month just to pause my membership. Needless to say I ve cancelled my membership and regret sticking with them throughout COVID. ",a year ago
177,Equinox W Georgia St,2.0,"Unfortunately the biggest problem with Equinox is how crowded it's become. No matter how clean and nice the gym is, none of that matters when the weight area is comically busy. Don't even think about working out between 4-8 on weekdays. The classes are nice but there are way too many people per session and you barely have any space to complete the exercises. So what are your options? You pay $230 a month to be able to workout 10 am - 2 pm or 8 pm - 10 pm. I will be canceling my membership once the one year contract ends.",a year ago
178,Equinox W Georgia St,1.0,"Update: NO space during weekday 5-7pm. Monday is the worse don t have any space to work out. I Stopped going on Monday. Could not find empty locker at a glance, had to wait someone to leave. Some Classes are filled in A less than a MUNITE !! Worst situation continues.. they've signed up way too much for the SMALL gym space. It is overly crowded. You won't be able to do a workout you want if you go around 5-7pm, even hard to pass beside people, this small space is just fully fully packed. cleaning is not catching up, lack of towels and washroom was gross. Also, the classes get full so quickly with a long waiting list. Didn't expect this busy . I don't think it's worth for what you are paying for. At least they should explain this ridiculously crowded situation to the people before sign up to be fair( of course they don't .. I wish I knew this.. I should have read more negative reviews before sign in) I can not believe they are still trying to get more people sign in. If your schedule is flexible and can visit daytime avoid rush hour it is a good gym, maybe. otherwise welcome to the zoo. If you read this before sign up, THINK about it ! and don t be frustrated for a year contract like me. I with I did better research.. ",11 months ago
179,Equinox W Georgia St,5.0,"I  love Equinox! Everything is so clean and well organized. Also the clases are amazing. Since day one the customer service has been great. If you re Latino/a  and would like to get more information about Equinox, ask for Elis she will help you!!! ",8 months ago
180,Equinox W Georgia St,1.0,"extremely crowded!!!!! The weight room is not very big and it gets really busy, all the equipment taken and seems like it s getting busier and busier by the day. When I joined Equinox, I explained that that was the reason I was leaving my previous gym only to find it is getting worse by the day here. Seems like management doesn t care and keep signing up new members, the problem they don t have the space! Looker rooms are always packed and hard to find an empty one I rarely write reviews but it is frustrating, if you mind crowds and waiting for equipment, think twice before joining!!!! I really wish I had read the one-star reviews before committing for one year! BEWARE! ",11 months ago
181,Equinox W Georgia St,1.0,"Worst personal trainers ever. Hire professionals, not vanity sucking vampires obsessed with how they look. Get some real trainers. Combat sports type of trainers.",3 months ago
182,Equinox W Georgia St,5.0,"I love this fitness centre! It was recommended to me by my friend Sofia. She recommended I take pilates classes at Equinox to supplement my ballet endeavours, so I filled out the inquiry form on the website. Within minutes, Elis, their membership advisor, called me and quickly set me up with a membership. She is so friendly and gave me a tour on my first day. So far, I've taken pilates, barre, and yoga classes and I can already feel a positive impact on my body. I enjoy all of the amenities, especially the steam room. Staff is very helpful and go above and beyond. Thank you Equinox team!",a year ago
183,Equinox W Georgia St,5.0,"The community at this gym is incredibly strong. That s important in such a city which often feels like communal relations are weaker than a lot of other places in this country. Aside from the amenities and classes which can be found at other locations in Canada, the people at this location are worth it. The gym can sometimes get busy but most of the time it is not overcrowded. I rent a locker and pay for laundry service, so I don t have to worry about locker space. They re generally pretty good about getting your clothes cleaned and returned to your locker within 24 hours. I go nearly every day and the staff are always amazing. They basically all know my name (even if I don t know theirs) and will get stuff done. I ve never been told that something is not possible, they always find a solution. Geoff, who manages all the classes is the most productive person I have met. He knows so many people s names and his classes are always perfectly challenging and achievable. I am especially happy that Maddy Kenwood is my membership coordinator! She is one of the most pleasant and welcoming people that I have met who brightens the day of everyone she interacts with. There are also a bunch of charismatic, professional and learned teachers. The standout trainers are: Zachary Fiordio extremely charismatic and motivating. Christie Baumgartner who always challenges you with new yoga flows. Chelsea Wissink the funniest, and most personable one of them all. Davi Teixeira Who gives the best, most detailed instruction. As well as Krystina Kodesh & Todd Randall. Todd is the best movement teacher I have had. He teaches Vinyasa and Power Yoga a couple times a week. His flows vary from class to class, but it feels like his foundation is consistent and challenging. My body has never consistently felt so good than how it feels after each class that he teaches. He suggests micro-movements to ameliorate your stance and posture which make my stances and flows more powerful and safer every time. Each class I gain strength while my body feels relaxed and restored. I d recommend joining if you re interested in the classes or in the strong community! ",11 months ago
184,Equinox W Georgia St,2.0,I am a member here after moving from San Francisco and I have to say it s pretty disappointing. I ve been to 10+ Equinox around North America and this is by far the worst one. While the facility is nice and clean the biggest issue is it s insanely overcrowded (one of the trainers told me it s the 3rd busiest in NA). I was also told that they just plan to keep adding new members without capping it. I go at 6 am and you are still waiting around for equipment. They also only have 3 squat racks and two platforms for an overcrowded gym. If you like cardio it s fine because half the gym is cardio machines so those are typically available. Realistically they need to double the weight section for the amount of members and have 6-10 platforms for it to feel comfortable. For $200+ monthly you shouldn t have to be standing around waiting for equipment or getting asked constantly how many sets you have left at 6 am (or any time). I d pay an extra $100 per month for half the people. Completely takes away from the  luxury  feel ,a year ago
185,Equinox W Georgia St,5.0,"I ve been intimidated going to gyms in the past because I m overweight - I am surprisingly comfortable going to equinox.  It speaks to staff (and Lu:) who are welcoming and helpful.  Liz the GM is always striving to improve the customer experience - I highly recommend their fitness classes - the gym is always well maintained, inviting and a beautiful space -",a year ago
186,Equinox W Georgia St,5.0,"Amazing gym. The gym membership allows members to sign up for an unlimited number of classes - and they offer quite a variety, from yoga and Pilates to HIIT and boxing. Arvin is hands down the best boxing instructor anyone can ask for - he genuinely cares about the people and their progress. He has actually stayed behind class to coach me a few times. Highly recommend his classes!!",a year ago
187,Equinox W Georgia St,5.0,"Five stars for the five best features of the best gym I've been to: (1) Staff, especially the trainers.  If only I had this kind of coaching when I started working out.  (2) Maintenance.  Amenities are only great if they're kept clean and in good condition.  These are. (Hey, scented towels!)  (3) People watching.  The lobby is one of the best-designed interior spaces in the city, along with the Energie bar, that makes hanging out and checking out the clientele (one of the most diverse in a diverse city) a pleasure.  Equinox may have a rep for stand-offishness, but not my experience.  Think of the sauna as a conversation pit.   (4)  Progamming.  More options than I know what to do with.   (5) Sound design.  What can make the overall environment annoying if too loud or the music inappropriate can also be motivating,  Not an easy balance to find, and most of the time it is. Okay, the down side: (1)  Yup, it's expensive - the business class of gyms.  For me, it's been worth it.   (2) Too small  - a boutique gym.  Okay if it's not too crowded, but often it is.  (3) Locker room  - an exception to the high quality of design.  Too tight, with an awful locking system that makes it easy to forget where your locker is and what the combo was.  (4) Limited equipment, especially dumbbells.  Need more of 'em with 'in-between' weights, like 12.5.   (5) More passes for guests and to Equinoxes in other cities.  Too few over a year. Most of the negatives are a consequence of its popularity and size.  But the quality of the staff (hey Maddy, Aivan, Nico and y'all at the front desk!) offset that for me. ",a year ago
188,Equinox W Georgia St,1.0,"Yesterday I got into the gym 10 min earlier my class. Then I got into the locker room, but there was literally no locker available. I waited until someone left, and I got her locker. Then I got literally 1 minute late to my class, and they said since you were late we gave your spot to the people in waitlist!!!!! And the funny part is, although the gym is super crowded, I couldn t find any of the managers to complain about my situation since they were touring new people. It s crazy. Dont ever register here! ",a year ago
189,Equinox W Georgia St,5.0,Staff were friendly and the gym was very clean. We did a boot camp with Dania who was awesome. Had a great shake at body energy after who is conveniently located in the main lobby area.,a year ago
190,Equinox W Georgia St,5.0,Amazing place. Their staff and trainers are masters of their field. The facility is equipped with all the latest equipments and they provide Kiehl's products in their showers. Would definitely recommend to everyone,a year ago
191,Equinox W Georgia St,5.0,"Love this gym, truly the gold standard of gyms - beautiful facilities, great sauna, I can't stop coming back. Special shoutout to advisor Elis Llanos who is simply superb, made everything seamless & welcoming - she's the best.",a year ago
192,Equinox W Georgia St,5.0,"Love the facility, always greeted with a smile. Big thanks to Elis for getting me signed up!",4 months ago
193,Equinox W Georgia St,5.0,"Excellent team, great space, variety of equipment and fitness classes, and very clean rooms. Also, I would like to mention that the fitness advisor, Elis, was extremely helpful and supportive during the membership process.",a year ago
194,Equinox W Georgia St,5.0,Got Signed up by Elis- I been liking the Gym so far. Well maintained and definitely worth it if you want to start working out. They Have good trainers as-well.,a year ago
195,Equinox W Georgia St,5.0,"This gym is such a motivating space to be in, from the beautiful studios, equipment and inviting reception area complete with fireplace. The team are amazing, and I wanna shout out Elis who made the sign up process so easy, going above and beyond to solve any queries I had. Two weeks in and she is still right there when I need her!",a year ago
196,Equinox W Georgia St,5.0,"Moved to Vancouver last week. Joining Equinox was the best thing I ve done!!! High end fitness club with great amenities. Attention is detail is key here!!! All employees are pleasant and kind. In particular, Ms. Maddy Kenwood from the membership department is so professional and possesses excellent communication skills- actively listens to you and strives to jointly reach a plan that suits your personal needs. Additionally, Maddy is always eager to help. I also have to recommend Mr Jarryd Baine ( Personal Trainer) whom I m working with at the moment. He is great, kind, humble but also really knowledgeable!!! All in all great club!!! ",a year ago
197,Equinox W Georgia St,5.0,"Elis one of the membership advisors was the pull and motivation for me to sign up at Equinox. She was easy to talk to, she was knowledgeable and also very articulately explained the classes I was interested in. I did feel welcome and I felt like I could trust her. I am excited about my fitness journey at equinox! ",a year ago
198,Equinox W Georgia St,5.0,"I ve been intimidated going to gyms in the past but I am surprisingly comfortable going to equinox.  It speaks to staff such as membership advisor Elis who got me all set up! I highly recommend their fitness classes - the gym is always well maintained, inviting and a such a beautiful space!",a year ago
199,Equinox W Georgia St,1.0,"They have accepted too many members. You can barely book a class after 5 pm or on Saturday or Sundays. The workout area is super crowded, you need to wait forever for each machine. Also they have increased the number of people in each yoga and pilates class, and it is devastating. Too many people that you cannot even move.",a year ago
200,Equinox W Georgia St,5.0,Very happy so far. I attend different classes so membership fees is worth it (even though it is on expensive side in my opinion). Elis helped me show the gym and understand what it means to be a Equinox member. It made my onboarding much easy.,a year ago
201,Equinox W Georgia St,4.0,"I ve been a member since they ve opened in 2016.  In terms of atmosphere, amenities and equipment as well as variety of classes, nothing in the city equals Equinox. However, it seems Equinox is still hungry for membership and the already crowded space will get even more congested.  I ve since switched my workouts to the morning as the evening is an absolute zoo.  With that in mind, I ll be keeping a lookout for any upmarket gyms.  Don t think there are any that has the same clout as Equinox, so maybe private club membership may be the next route. ",a year ago
202,Equinox W Georgia St,3.0,"Too busy for the $$$$ Equinox is by far one of the nicer gyms in Vancouver. They have a wide variety of classes and superior equipment and amenities. I've been a member both in Vancouver and the states, and I can stay overall, my experience this time around has been disappointing. The Vancouver location is so busy that it makes it nearly impossible to use the equipment without significantly altering your workout or wasting time waiting. Most of the classes are great, but if you want to get into a specific class, you better set a timer for the booking window otherwise, you won't get in. There were rumours of a second location in Vancouver prior to COVID, something that I think would fix a lot of their problems, but it seems EQX is more concerned with maximizing income than keeping a sustainable membership load. My advice to EQX, fix the overcrowding problem. ",a year ago
203,Equinox W Georgia St,5.0,"It's been 7 months that I'm going there and almost ""Every day"" so my experience is based on this. Amenities, cleaning, quality of service (in all aspects ) and staff (from the concierge, finance, sales, etc.) are 5/5 in Vancouver. Membership is worth it, in exchange for the amazing package you receive. The sales team is amazing! Elis is the best! You never feel they are pushing u to buy any extra service! Jeff is the head of the instructor team. He is the most supportive one who is taking care of all your concerns and questions about classes. Best Instructors in my opinion ; Cycling; Monique Blythe Athletic classes; Shai Zakaria, Luke skyes Barre; Carolyn Cheung Pilates; Chelsea Wissink Yoga; Yadu Baznath , Christie B After all, this, finish your experience with relaxing steam or sauna and shower! Enjoy it! Plz attention, a 5/5 score for my experience with Equinox is based on other gyms' service levels and quality vs. the membership you pay, in Vancouver city. I mean it's not compared with luxury gyms in other countries like US or Dubai. ",a year ago
204,Equinox W Georgia St,5.0,Just started my membership here and I'm blown away with the variety that this gym has to offer. It feels very luxurious and the best part is you're nkt even breaking yoir bank for the amentities/services/ambience that this gym has to offer!,8 months ago
205,Equinox W Georgia St,5.0,"Best place ever , the facilities are amazing , clases are great and Elise is an excellent advisor she made the process so easy !",4 months ago
206,Equinox W Georgia St,5.0,This place is amazing. Maddy did a wonderful job showing me the club and never once pressured me to join. She was very informative and is always welcoming when she sees you at the club and asks how my session was. Overall the facility is amazing and makes you want to come back. Maddy and her team are the best !  ,a year ago
